distcode,distname,schcode,schname,total,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,KF,KG,PF,PK,NATIVE,ASIAN,BLACK,HISPANIC,MULTIRACE,PACIFICISLANDER,WHITE,FEMALE,OTHER,MALE,FRL,LEP,IEP,VOCED
36,Westerly,36113,Westerly Inclusion Preschool Program - Babcock Hal,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,,,,13,12,,57,44,,43,34,,41,
36,Westerly,36190,Westerly Public Schools,44,0,1,0,2,3,1,1,4,5,5,8,13,1,0,0,0,,,,,,,33,11,,33,35,,34,
38,West Warwick,38104,John F. Horgan Elementary School,475,101,88,113,85,0,0,0,0,0,0,0,0,88,0,0,0,,,12,131,35,,289,234,,241,333,31,86,
38,West Warwick,38105,Maisie E. Quinn Elementary School,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,,,10,13,,,58,31,,60,51,,64,
38,West Warwick,38106,West Warwick Senior High School,1081,0,0,0,0,0,0,0,0,258,272,265,286,0,0,0,0,17,23,75,229,48,,687,506,,572,606,66,271,276
38,West Warwick,38107,John F. Deering Middle School,976,0,0,0,0,242,239,235,260,0,0,0,0,0,0,0,0,11,17,68,231,54,,594,460,,515,614,46,236,
38,West Warwick,38109,Greenbush Elementary School,427,85,81,103,78,0,0,0,0,0,0,0,0,80,0,0,0,,13,17,88,31,,277,214,,213,218,15,97,
38,West Warwick,38111,Wakefield Hills Elementary School,373,72,72,97,68,0,0,0,0,0,0,0,0,64,0,0,0,,,12,85,34,,238,176,,197,237,16,113,
38,West Warwick,38190,W. Warwick Public Schools,46,0,2,3,1,0,1,4,0,4,5,6,20,0,0,0,0,,,,12,,,31,13,,32,31,,31,
39,Woonsocket,39101,Harris School,371,51,64,57,64,78,0,0,0,0,0,0,0,57,0,0,0,,,59,86,24,,184,191,,180,262,97,98,
39,Woonsocket,39118,Bernon Heights School,405,58,65,69,75,74,0,0,0,0,0,0,0,64,0,0,0,,13,57,89,33,,210,183,,222,259,48,85,
39,Woonsocket,39119,Globe Park School,519,91,84,86,85,90,0,0,0,0,0,0,0,82,0,0,1,,10,69,143,41,,254,242,,277,363,143,178,
39,Woonsocket,39120,Leo A. Savoie School,380,59,56,77,63,75,0,0,0,0,0,0,0,50,0,0,0,,14,36,91,29,,207,181,,199,237,68,91,
39,Woonsocket,39123,Woonsocket High School,1646,0,0,0,0,0,0,0,0,460,417,362,407,0,0,0,0,,85,238,535,112,,667,809,,837,1103,315,391,373
39,Woonsocket,39128,Kevin K. Coleman Elementary School,256,40,44,47,41,45,0,0,0,0,0,0,0,39,0,0,0,,,34,52,11,,148,123,,133,172,104,54,
39,Woonsocket,39131,Woonsocket Middle School at Hamlet,537,0,0,0,0,0,188,176,173,0,0,0,0,0,0,0,0,,26,72,176,51,,204,253,,284,392,,173,
39,Woonsocket,39132,Woonsocket Middle School at Villa Nova,542,0,0,0,0,0,197,163,182,0,0,0,0,0,0,0,0,,26,62,183,35,,232,280,,262,370,180,125,
39,Woonsocket,39133,Pothier-Citizens Elementary Campus,669,94,128,94,82,93,0,0,0,0,0,0,0,100,0,0,78,,22,64,216,31,,331,314,,355,441,149,238,
39,Woonsocket,39190,Woonsocket Public Schools,216,2,1,1,10,5,11,12,7,15,31,43,78,0,0,0,0,,,18,64,21,,104,68,,148,153,,136,
40,Davies Career and Tech,17701,Wm. M. Davies Jr. Career-Technical  High School,898,0,0,0,0,0,0,0,0,234,229,222,213,0,0,0,0,,10,162,393,50,,281,403,,493,529,71,77,412
41,Achievement First Rhode Island,28609,Achievement First Providence Mayoral Academy,460,92,93,95,94,0,0,0,0,0,0,0,0,86,0,0,0,,,68,353,10,,21,223,,237,382,151,46,
41,Achievement First Rhode Island,28614,Achievement First Iluminar Mayoral Academy,465,95,92,93,92,0,0,0,0,0,0,0,0,93,0,0,0,,,67,349,15,,22,258,,207,365,212,38,
41,Achievement First Rhode Island,28615,AF Providence Mayoral Academy Middle,405,0,0,0,0,96,104,99,106,0,0,0,0,0,0,0,0,,,79,294,,,16,200,,205,348,100,43,
41,Achievement First Rhode Island,41190,Achievement First Admin School,9,0,0,1,1,1,1,1,2,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,
41,Achievement First Rhode Island,41604,AF Iluminar Mayoral Academy Middle School,406,0,0,0,0,99,98,101,108,0,0,0,0,0,0,0,0,,,82,288,16,,13,197,,209,328,114,36,
41,Achievement First Rhode Island,41605,Achievement First Promesa Elementary,548,87,94,93,93,88,0,0,0,0,0,0,0,93,0,0,0,,15,76,407,23,,24,285,,263,459,179,65,
41,Achievement First Rhode Island,41606,Achievement First Providence High School,458,0,0,0,0,0,0,0,0,152,158,80,68,0,0,0,0,,,85,350,11,,,238,,220,377,95,36,
41,Achievement First Rhode Island,41607,Achievement First Envision Elementary,458,95,94,92,90,0,0,0,0,0,0,0,0,87,0,0,0,,,96,334,13,,,251,,207,377,197,44,
42,Sheila Skip Nowell Leadership Academy,28610,Sheila Skip Nowell Leadership Academy,187,0,0,0,0,0,0,0,0,54,44,36,53,0,0,0,0,,,29,126,,,21,122,,64,186,73,16,18
43,SouthSide Charter School,28611,SouthSide Elementary Charter School,135,25,26,25,25,12,0,0,0,0,0,0,0,22,0,0,0,,,43,82,,,,57,,78,109,39,17,
43,SouthSide Charter School,43190,SouthSide Admin School,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
46,Segue Institute for Learning,04602,Segue Institute for Learning,359,40,40,39,39,40,41,42,38,0,0,0,0,40,0,0,0,,,12,332,,,15,175,,184,333,151,45,
46,Segue Institute for Learning,46602,Segue Institute for Learning - Legacy High School,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,,,10,42,,,,29,,26,49,27,,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08601,Blackstone Valley Prep Elementary School,422,85,86,84,81,0,0,0,0,0,0,0,0,86,0,0,0,,12,167,,,,241,206,,215,357,112,86,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08602,Blackstone Valley Prep Junior High School,323,0,0,0,0,0,0,168,155,0,0,0,0,0,0,0,0,,,99,,,,209,166,,157,260,20,63,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08603,Blackstone Valley Prep Elementary 2 School,426,87,87,82,82,0,0,0,0,0,0,0,0,88,0,0,0,,25,147,,,11,238,213,,213,339,117,73,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08604,Blackstone Valley Prep High School,405,0,0,0,0,0,0,0,0,120,90,97,98,0,0,0,0,,,96,,,,290,199,,206,299,32,63,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08605,Blackstone Valley Prep Elementary 3 School,280,56,58,55,54,0,0,0,0,0,0,0,0,57,0,0,0,,11,104,,,,155,141,,138,231,72,52,
47,"Blackstone Valley Prep, A RI Mayoral Academy",08606,Blackstone Valley Prep Upper Elementary School,380,0,0,0,0,201,179,0,0,0,0,0,0,0,0,0,0,,19,124,,,,229,207,,173,281,61,63,
47,"Blackstone Valley Prep, A RI Mayoral Academy",47190,Blackstone Valley Prep Admin School,17,0,1,1,2,1,2,2,0,1,6,0,1,0,0,0,0,,,,,,,11,,,11,12,,16,
48,Highlander,48190,Highlander Admin School,8,0,0,1,0,0,0,1,3,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,
48,Highlander,48601,Highlander Elementary Charter School,269,34,36,36,35,36,36,0,0,0,0,0,0,32,0,24,0,,,74,132,,,48,143,,126,227,76,36,
48,Highlander,48602,Highlander Secondary Charter School,340,0,0,0,0,0,0,56,66,44,61,65,48,0,0,0,0,12,,86,179,10,,52,170,,169,297,111,61,
49,Urban Collaborative,28167,Urban Collaborative Accelerated Program,145,0,0,0,0,0,0,66,79,0,0,0,0,0,0,0,0,,,30,95,,,,87,,58,145,30,20,
50,R.I. Sch for the Deaf,28702,Rhode Island School for the Deaf,77,7,3,5,8,6,5,4,4,4,4,11,7,2,0,7,0,,,11,36,,,22,32,,45,57,17,72,
51,Paul Cuffee Charter Sch,51190,Paul Cuffee Admin School,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,
51,Paul Cuffee Charter Sch,51601,Paul Cuffee Lower School,358,60,60,59,60,60,0,0,0,0,0,0,0,59,0,0,0,,,65,250,15,,14,184,,174,309,88,32,
51,Paul Cuffee Charter Sch,51602,Paul Cuffee Middle School,189,0,0,0,0,0,63,63,63,0,0,0,0,0,0,0,0,,,28,143,12,,,100,,89,170,35,25,
51,Paul Cuffee Charter Sch,51603,Paul Cuffee Upper School,243,0,0,0,0,0,0,0,0,62,62,63,56,0,0,0,0,,,53,177,,,,127,,116,220,63,41,
52,Kingston Hill Academy,32601,Kingston Hill Academy,260,46,46,46,43,34,0,0,0,0,0,0,0,45,0,0,0,,11,,25,18,,197,126,,134,49,,48,
53,International Charter,26601,International Charter School,377,65,65,62,61,58,0,0,0,0,0,0,0,66,0,0,0,,,52,251,15,,56,201,,176,250,124,35,
54,Blackstone Academy,26602,Blackstone Academy Charter School,357,0,0,0,0,0,0,0,0,86,88,91,92,0,0,0,0,,,72,229,23,,26,177,,180,290,81,60,
55,The Compass School,23601,The Compass School,217,19,20,21,20,30,29,30,30,0,0,0,0,18,0,0,0,,,,17,10,,185,100,,116,39,,43,
58,Beacon Charter School,39601,BEACON Charter School,203,0,0,0,0,0,0,0,0,57,50,52,44,0,0,0,0,,,13,59,21,,107,122,,81,134,12,37,
58,Beacon Charter School,39603,Founders Academy,158,0,0,0,0,0,51,56,51,0,0,0,0,0,0,0,0,,,14,61,18,,63,80,,78,111,12,30,
58,Beacon Charter School,58190,Beacon Admin School,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,
59,Learning Community,04601,The Learning Community Charter School,569,66,64,63,63,62,65,66,59,0,0,0,0,61,0,0,0,,,80,459,,,23,278,,291,510,255,94,
59,Learning Community,59190,Learning Community Admin School,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
60,MET Career and Tech,28703,Metropolitan Regional Career and Technical Center,817,0,0,0,0,0,0,0,0,189,186,217,225,0,0,0,0,,14,143,452,,,194,438,,376,587,127,119,586
61,Trinity Academy for the Performing Arts,28606,Trinity Academy for the Performing Arts,234,0,0,0,0,30,0,39,38,29,36,34,28,0,0,0,0,,,34,179,,,,130,,101,190,82,37,
62,The Greene School,62190,Greene Admin School,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
62,The Greene School,97601,The Greene School,189,0,0,0,0,0,0,0,0,50,51,49,39,0,0,0,0,,,22,47,,,116,92,,97,86,,38,
63,Rhode Island Nurses Institute Middle College,28607,RI Nurses Institute Middle College Charter High Sc,462,0,0,0,0,0,0,0,0,157,99,105,101,0,0,0,0,,,101,309,20,,19,426,,36,389,121,32,364
64,Village Green Virtual,28608,Village Green Virtual Charter School,203,0,0,0,0,0,0,0,0,46,51,52,54,0,0,0,0,,,52,124,14,,10,110,,93,200,27,39,
68,The Hope Academy,28613,The Hope Academy,320,36,36,36,36,35,36,34,35,0,0,0,0,36,0,0,0,,,56,229,,,21,167,,153,258,89,58,
68,The Hope Academy,68190,The Hope Academy Admin,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
69,Nuestro Mundo Public Charter,69601,Nuestro Mundo Public Charter School,292,46,46,47,48,0,24,21,19,0,0,0,0,41,0,0,0,,,,259,,,21,164,,128,249,137,18,
79,RISE Prep Academies,39602,RISE Prep Lower Academy School,573,92,56,61,58,60,60,51,49,0,0,0,0,86,0,0,0,,30,37,192,85,,224,273,,300,384,62,94,
79,RISE Prep Academies,79601,RISE Prep Upper Academy School,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,,,,25,,,18,28,,34,51,,13,
81,Charette Charter,81601,Charette Charter School,168,0,0,0,0,0,0,0,0,46,42,37,43,0,0,0,0,,,54,109,,,,81,,87,148,41,16,
83,Providence Preparatory Charter,83601,Providence Preparatory Charter School,244,0,0,0,0,46,70,65,63,0,0,0,0,0,0,0,0,,,66,154,,,14,110,,134,243,52,27,
84,Excel Academy Rhode Island,84190,Excel Academy Rhode Island Admin,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
84,Excel Academy Rhode Island,84601,Excel Academy Rhode Island school,312,0,0,0,0,90,109,113,0,0,0,0,0,0,0,0,0,,,59,229,,,10,154,,158,249,72,20,
85,YouthBuild Preparatory Academy,85190,YouthBuild Preparatory Academy Admin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
85,YouthBuild Preparatory Academy,85701,YouthBuild Preparatory Academy School,115,0,0,0,0,0,0,0,0,19,41,38,17,0,0,0,0,,,36,74,,,,48,,67,91,19,20,
96,Bristol Warren,96104,Guiteras School,123,0,32,31,28,32,0,0,0,0,0,0,0,0,0,0,0,,,,15,,,97,51,,72,50,,27,
96,Bristol Warren,96105,Colt Andrews School,307,67,45,49,45,45,0,0,0,0,0,0,0,56,0,0,0,,,,32,21,,248,161,,146,148,,69,
96,Bristol Warren,96106,Rockwell School,260,44,47,48,36,47,0,0,0,0,0,0,0,38,0,0,0,,,,14,15,,229,121,,139,46,,50,
96,Bristol Warren,96107,Mt. Hope High School,787,0,0,0,0,0,0,0,0,203,195,208,181,0,0,0,0,,15,14,58,37,,663,363,,418,315,18,116,217
96,Bristol Warren,96112,Kickemuit Middle School,633,0,0,0,0,0,212,214,207,0,0,0,0,0,0,0,0,,,11,46,46,,526,308,,322,248,12,97,
96,Bristol Warren,96113,Hugh Cole School,517,76,87,70,74,78,0,0,0,0,0,0,0,73,0,2,57,,,11,55,48,,400,262,,254,236,20,116,
96,Bristol Warren,96190,Bristol Warren  Public Schools,66,1,0,4,2,3,4,6,5,2,4,9,26,0,0,0,0,,,,,,,53,19,,47,44,,50,
97,Exeter-West Greenwich,97101,Wawaloam School,215,110,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,,,,17,10,,178,98,,117,42,,24,
97,Exeter-West Greenwich,97102,Mildred E. Lineham School,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,,,,,,,72,36,,48,15,,24,
97,Exeter-West Greenwich,97103,Metcalf School,522,0,90,100,111,109,112,0,0,0,0,0,0,0,0,0,0,,,,34,21,,454,249,,273,131,,72,
97,Exeter-West Greenwich,97105,Exeter-West Greenwich Regional  Junior High,256,0,0,0,0,0,0,133,123,0,0,0,0,0,0,0,0,,,,21,,,221,121,,135,48,,20,
97,Exeter-West Greenwich,97106,Exeter-West Greenwich Regional High School,452,0,0,0,0,0,0,0,0,136,110,107,99,0,0,0,0,,12,11,31,,,392,227,,225,105,,47,80
97,Exeter-West Greenwich,97190,Exeter-W. Greenwich Schools,15,1,0,0,0,2,0,1,0,1,2,2,6,0,0,0,0,,,,,,,13,,,10,,,13,
98,Chariho,98101,Chariho Regional High School,991,0,0,0,0,0,0,0,0,255,271,245,220,0,0,0,0,,,,46,38,,890,482,,509,271,,116,582
98,Chariho,98103,Chariho Regional Middle School,834,0,0,0,0,219,200,201,214,0,0,0,0,0,0,0,0,15,,,24,42,,746,429,,405,252,,109,
98,Chariho,98104,Charlestown Elementary School,246,44,44,70,33,0,0,0,0,0,0,0,0,55,0,0,0,,,,14,11,,209,114,,132,77,,50,
98,Chariho,98105,Richmond Elementary School,371,74,72,77,63,0,0,0,0,0,0,0,0,85,0,0,0,,,,23,17,,318,194,,177,116,,69,
98,Chariho,98106,Ashaway Elementary School,212,42,38,44,45,0,0,0,0,0,0,0,0,43,0,0,0,,,,,,,192,107,,105,75,,44,
98,Chariho,98107,Hope Valley Elementary School,129,27,36,35,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112,53,,76,42,,30,
98,Chariho,98108,Chariho Alternative Learning Academy,71,3,0,5,2,2,3,5,9,6,7,15,14,0,0,0,0,,,,,,,57,16,,55,46,,41,19
98,Chariho,98109,Hope Valley Elementary School Annex,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,,,,,,,92,42,,55,27,,50,
98,Chariho,98190,Chariho Regional District,15,0,0,1,0,0,0,0,4,0,3,3,4,0,0,0,0,,,,,,,12,,,10,11,,10,
99.00,Foster-Glocester,"99,101.00",Ponaganset Middle School,396,0,0,0,0,0,128,135,133,0,0,0,0,0,0,0,0,,,,18,12,,360,191,,205,100,,56,
99.00,Foster-Glocester,"99,102.00",Ponaganset High School,869,0,0,0,0,0,0,0,0,217,210,200,242,0,0,0,0,,,,51,34,,770,437,,430,209,,73,459
99.00,Foster-Glocester,"99,190.00",Foster-Glocester Schools,8,0,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,135978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
